user_location,text
Kitale,@WilliamsRuto The dishonest characters with the likes of Raila Odinga will never yield anything positive from any a… https://t.co/SolKbPoFkm
,@dan_nyagah The worst of them all is the WATERMELON guy.  This guy will faint and shocked if Uhuru Kenyatta will en… https://t.co/ZK8kSWUNMk
"Nairobi, Kenya",Handshake was a good initiative however Raila Odinga thought he was punishing the NASA principles. We challenge ODM… https://t.co/R1tVk1beYS
"Nairobi, Kenya",Kikuyus should emulate President Uhuru Kenyatta by supporting Raila Odinga. The president has done much in his part… https://t.co/WNbDIVzc5W
"Nairobi, Kenya","with raila odinga in the Coalition just be sure that NASA is dead already.
#NasaTrustDeficit https://t.co/7Ew3RW9dgW"
"Nairobi, Kenya","HOW TO MASSAGE RAILA'S EGO
A ride on Air force 1
Access to State House
Sirens and chase cars
VVIP status on state f… https://t.co/WE1fvgOhey"
,Raila Odinga has always been gunning for the top position &amp; only the top position in every coalition he engaged in.… https://t.co/DgxPvYaoRA
Heaven🤲,According to the NASA coalition agreement Raila Odinga has no room to vie for presidency come 2022.… https://t.co/mPeWhDxQX0
Nairobi ,@Elvinahseer @RailaOdinga Raila Odinga kicked out Cleophas malala and moses Wetangula immediately after the electio… https://t.co/KzsJlIehTd
Nomadic Earthling ,Musalia Mudavadi and Moses Wetangula should not dare form or forced to join coalitions with conmen whose interest i… https://t.co/bptcJvb1rY
Heaven🤲,"Can you trust raila Odinga to be the next president of kenya?

#NASATrustDeficit"
Kenya,ODM Party Leader Raila Odinga’s daughter Winnie Odinga has disclosed they have been hit by a double tragedy followi… https://t.co/COenp41Vil
Kenya,"To be honest and sincere, the only persons who brought anything substantial in NASA are Raila Odinga and Kalonzo Mu… https://t.co/QFNlKKDQGj"
Heaven🤲,"NASA will only be viable if they honor the coalition agreement made back 2017.
Raila Odinga should support ANC Part… https://t.co/a6fD369XTV"
Heaven🤲,Raila Odinga betrayed the western region supporters the moment he sponsered the ouster of malala and weta… https://t.co/1fi51UrUvf
Nairobi ,"Can you trust Raila Odinga in any future political coalitions.

#NASATrustDeficit"
,@Daisykenyan @Elvinahseer You only think Mudavadi can be a President if Raila is NOT in the Picture? 2017 Agreement… https://t.co/OvNl6YIvlb
,@BenjiNdolo @denis_aunga You sleep and dream Raila odinga nilikuambia solve the poverty and femine issue in ukambani huskii
"Nairobi, Kenya",I think raila odinga has already used all his chances to become president and he should give the rest actions.… https://t.co/EhG2vUr102
"Nairobi, Kenya",Sylvia Kasanga – Nominated Senator: We are inviting Raila Odinga to join the One Kenya Alliance party and walk toge… https://t.co/7DiBQXGblc
Nairobi,"😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂

Baba Raila Amolo Odinga has been relevant for almost 32 years, think abourrit https://t.co/tv9StznbRf"
Heaven🤲,Raila Odinga and Wiper leader Kalonzo Musyoka hinted that  there is  possibility of reuniting the coalition. The AN… https://t.co/S90oXfcrmH
🚶🚶 ,"Wake up Raila Odinga,,, you are being fooled.

@RailaOdinga Launch your presidential bid,,, Uhuru Kenyatta fake sys… https://t.co/BcNcB0dXgI"
Nairobi ,Who do you think president Uhuru should back for president now that Raila Odinga is technically out of the race cou… https://t.co/UzrOaNQYeg
🚶🚶 ,"Wake up Raila Odinga,,, you are being fooled.

@RailaOdinga Launch your presidential bid,,, Uhurus fake system and… https://t.co/oh23nSx8lV"
Nairobi ,@TheStarKenya According to the coalition agreement Raila Odinga is also out of the equation to succeed President Uhuru #NASATrustDeficit
Heaven🤲,"According to agreement the principals had in the formation of a coalition , the agreement knocks out Raila Odinga r… https://t.co/S4wxXlc3SU"
"Nairobi, Kenya",Everything in the NASA coalition changed the the ODM party decided to swear in raila odinga as president.… https://t.co/eexABbkKnF
Heaven🤲,"The coalition is dead.
No room for other principals to meet and support greedy Raila Odinga.
#NASATrustDeficit https://t.co/ytUe1CSuUY"
"Mombasa, Kenya","The Greedy Mzee Raila Odinga in other countries he would be serving a life imprisonment
#NasaTrustDeficit https://t.co/M12lJtF3aH"
"Nairobi, Kenya",Raila odinga is not a leader to be trusted in the correlation and that is why there is a lot of trust deficit.… https://t.co/0r3VZeEFcH
"Mombasa, Kenya",Nasa was a promising Coalition untill stupidity and greed of money filled the old mzee Raila Odinga… https://t.co/Y4EhW7rz5C
Nairobi ,Raila Odinga betrayed his supporters in western Kenya after the 2017 polls. He ousted senator Malala and NASA princ… https://t.co/rjf4XTVmed
"Eldoret, Kenya",Mudavadi has ruled out working with opposition leader Raila Odinga while indicating he cannot trust him.… https://t.co/Z7Tl5G5IMr
Nairobi ,"Raila Odinga betrayed tha NASA dream by going into the handshake alone. 
The Nasa coalition can only be saved Hon.… https://t.co/ulkw25pGQu"
Heaven🤲,"Raila Odinga betrayed other NASA principals by engaging in handshake without consulting other leaders .
That was br… https://t.co/lOsQ3GE2bR"
Heaven🤲,"NASA will be only viable if ODM party leader Raila Odinga will this time support @anc_party
Party leader Hon . Musa… https://t.co/4TuTEvXQW9"
"Nairobi, Kenya",@NationAfrica The problem was not politics the problem was and is Raila Odinga. https://t.co/8LWMfDMPlm
,Kenya cannot survive a supremacy war between its institutions. ~ Raila Odinga https://t.co/w5knJIooIs
"Melbourne, Victoria","@MutahiNgunyi Did you say the ""ondoa kwekwe...41 against 1.."" mastermind raila odinga MUST be president? Well, rall… https://t.co/poAbvK2WEy"
,"150 years in politics and yet they think they can make any different within one year!!!  Kalonzo 39, mudavadi 32, R… https://t.co/76LfNGD4aR"
"Nairobi, Kenya","Raila Odinga Mourns His Cousin Jakoyo Midiwo: ""I Will Dearly Miss Him"" https://t.co/3lfXjEaF4k https://t.co/NnSpZbsBRR"
"Nairobi, Kenya","After losing his friend, CHRIS KIRUBI, death strikes again, leaving RAILA ODINGA in double mourning | E! NEWS Blog… https://t.co/7uci6hqjo2"
"Nairobi, Kenya","Raila Odinga Mourns His Cousin Jakoyo Midiwo: ""I Will Dearly Miss Him"" https://t.co/7bMxPSt2zL https://t.co/JKYaQkP6P6"
"New Jersey, USA","@ahmednasirlaw @kipmurkomen @lawsocietykenya @NelsonHavi Raila Odinga LIES UNRAVELLED...
https://t.co/xox6p5j2nn"
"New Jersey, USA","@kipmurkomen Raila Odinga LIES UNRAVELLED...
https://t.co/xox6p5j2nn"
"New Jersey, USA","@NationAfrica Raila Odinga LIES UNRAVELLED...
https://t.co/xox6p5j2nn"
"New Jersey, USA","@MigunaMiguna Raila Odinga LIES UNRAVELLED...
https://t.co/xox6p5j2nn"
"New Jersey, USA","@RailaOdinga @MoiGideon @LindiweSisuluSA Raila Odinga LIES UNRAVELLED...
https://t.co/xox6p5j2nn"
"New Jersey, USA","@WilliamsRuto Raila Odinga LIES UNRAVELLED...
https://t.co/xox6p5j2nn"
"New Jersey, USA","@WilliamsRuto Raila Odinga LIES UNRAVELLED...
https://t.co/xox6p5j2nn"
"New Jersey, USA","@WilliamsRuto Raila Odinga LIES UNRAVELLED...
https://t.co/xox6p5j2nn"
"New Jersey, USA","@UDAPartyKe @WilliamsRuto Raila Odinga LIES UNRAVELLED...
https://t.co/xox6p5j2nn"
"Mombasa, Kenya",Goodnight Raila Odinga suppoters
"Nairobi, Kenya","I will dearly miss him! RAILA ODINGA leads politicians in mourning his cousin and former GEM MP, JAKOYO MIDIWO https://t.co/EhLAvga9ky"
"Nairobi, Kenya","Rest in Peace Jakoyo Midiwo, one true patriot, a man of the people.

So sad that you will not be here to witness Ja… https://t.co/YpxBuuWSyt"
,Our country has lost a an Astute Leader! A fighter! A gallant supporter of Nation's Baba Raila Amollo Odinga! A big… https://t.co/afvZqBeh9H
"P.O. BOX 1718 Mombasa, Kenya",@ahmednasirlaw The fallen state would make a good title for a book then cover should have Uhuru Kenyatta and Raila Odinga images
"P.O. BOX 1718 Mombasa, Kenya",@JunetMohamed That is your personal opinion to me Raila Odinga is a political virus
Kenya,Raila Odinga seems to have changed tack in his criticism of perceived government excesses. Legal minds continue to… https://t.co/RlzTmFDgKD
"Geertruidenberg, Nederland",@Winnie_Odinga @RobertAlai And even Raila never bothered to send his condolences. The who is who society is wicked.… https://t.co/IUa1ja5QJc
Communications Centre Nairobi,"ODM party leader Raila Odinga mourns former Gem MP Midiwo, says he was an astute debater, a man of his word and hon… https://t.co/FvaOwF9JHt"
"Nairobi, Kenya","ODM party leader Raila Odinga mourns former Gem MP Midiwo, says he was an astute debater, a man of his word and hon… https://t.co/AEUub7DhLi"
"Sulmac Village, Kenya",@cbs_ke @gladyswanga @FarahMaalimM @Javasbigambo @AmEugeneAnangwe @lookuptv The leaders from the lakeside region th… https://t.co/4VbUDxChMC
"Nairobi, Kenya",@ckositany What president meant was  He should be a nasa chief but not raila Odinga.
Nairobi,If there is any dishonesty person or persons in the NASA coarlition is Musalia Mudavadi and not Raila Odinga.
🇰🇪🇨🇦,"Kalonzo Musyoka anitoe Mexico jameni, I want to remind him that his position is behind Raila Odinga clapping and cheering."
"Nairobi, Kenya",Homa Bay County MP Gladys Wanga has stepped into ODM leader Raila Odinga's shoes to make the most daring declaratio… https://t.co/B0VJF3LGxJ
"Nairobi, Kenya","@RailaOdinga RIP to him.We are now waiting for the death of Raphael Tuju,Raila Odinga etc."
"Nairobi, Kenya","Former Prime Minister Raila Odinga has penned an emotional condolence message to his cousin Jakoyo Midiwo.

Raila h… https://t.co/DMsVq5AAmv"
,@Bunny_Wailler @WilliamsRuto Raila Odinga never visited even his sick father in the hospital
"Nairobi, Kenya","Raila Odinga’s cousin and 3-time Member of Parliament for Gem constituency Jakoyo Midiwo is dead.
https://t.co/pcwJW7RIua"
The World. ,"“Hon. Jakoyo Midiwo has rested. Please pray for the family during this difficult moment,” announced Etale.

The ex-… https://t.co/91VXJZG0v9"
"Kenya, Africa","That Raila Odinga sanitization and stabilization fund, also known as BBI, is the reason the son of Jomo has even ad… https://t.co/PzXjn7EmU2"
,You can't deny the contribution and effort made by Mama Ida Odinga in managing to keep Raila focused in politics an… https://t.co/l182JLD2qp
Mobile,Miguna wrote a book about @RailaOdinga when Kibaki was President. Mudavadi wrote a book about Raila Odinga when Uhu… https://t.co/8RdcZ4Brkz
East Africa,"“Hon. Jakoyo Midiwo has rested. Please pray for the family during this difficult moment,” announced Etale.

The ex-… https://t.co/CRcsiTQO9u"
"Mombasa, Kenya","@TrottoirRadio @RailaOdinga @TheODMparty I remember now, I forgot to tackle that.
Neverthless you cant say kikuyu w… https://t.co/D7pQCSgC9L"
,@_ericndemange @RailaOdinga RAILA AMOLLO ODINGA has never voted in Siaya County.... Raila is a voter in Nairobi Cou… https://t.co/6WPyTophGq
"Nairobi, Kenya","Remember mudavadi was paid handsomely to abandon Raila Odinga and ODM in 2013 inorder to spoil for Baba, baba didn'… https://t.co/GyMPtdGD9l"
Nairobi.,"“Hon. Jakoyo Midiwo has rested. Please pray for the family during this difficult moment,” announced Etale.

The ex-… https://t.co/oUxevmnS3a"
Kenya | Nairobi,"""I have come a long way with Kalonzo, and would not make the mistake of separating with him. We will unite and brin… https://t.co/3Qicy5K84e"
Kenya | Nairobi,"Jakoyo Midiwo, who is a cousin to Raila Odinga died at Nairobi Hospital after suffering cardiac arrest. https://t.co/hugCmo3dOi"
"Nairobi, Kenya","Just a honest question, of all the dead Kenyan dead politicians and businesses, who was never Raila Odinga’s close friend?"
,"Breaking News.
Former GEM MP &amp; ODM Chief Raila Odinga's cousin Jakoyo Midowo is dead.#ripjakoyomidiwo https://t.co/HdSMAp7mfi"
"Nairobi, Kenya","Former Gem Member of Parliament Washington Jakoyo Midiwo is Dead

Midiwo was also cousin to former PM Raila Odinga https://t.co/8tdQVHHD4L"
"Medellín, Colombia",My sincere condolences to Jakoyo midiwo former Gem Mp and a cousin to Raila odinga
"Nairobi, Kenya","Yes, Washington Jakoyo Midiwo was the first cousin of the former PM, Raila Odinga."
"Spokane, WA",@HManyora @RobertAlai @RailaOdinga Only Raila Odinga and Koigi Wa Wamwere should speak.
Kenya,"So sad to LOSE Hon Jakoyo Midiwo.

That man was a true patriot.

So sad that he couldn't live to witness H.E Raila… https://t.co/kWnxJBswFb"
AFRICA ,"This is indeed a dark Monday;

• Chris Kirubi

• Florence Aluodo - Siaya Women Rep

• Hon. Jakoyo Midiwo

A triple… https://t.co/RdVdak7mT4"
Nairobi Kenya Bungoman,"Jakoyo Midiwo former Mp Gem cousin to ODM Party leader Raila Odinga,Is dead #RipJakoyoMidiwo"
,If there is anything I love about this old man Raila Odinga is that he never takes the sit— never fuel this Luo idiocy!
Kenya,No leader in present Africa is comparable to Baba Raila Amolo Odinga Raise your hands n tell the people What you've… https://t.co/74PSWH7szp
Nairobi kenya,@CisNyakundi The man who revealed the plan to assassinate Raila Odinga
Nairobi kenya,Former Gem Mp Jakoyo Midiwo is dead.He will be remembered as the man who exposed the plan yo assasinate Raila Odinga.
"Nairobi, Kenya","After losing his friend, CHRIS KIRUBI, death strikes again, leaving RAILA ODINGA in double mourning https://t.co/utgvlMG66f"
Kenya,"After realizing that BBI is dividing Kenyans &amp; dead, the president has decided to reunite NASA Coalition to create… https://t.co/x7LIr54G7B"
,"@_Yanoh @Jarnner  On the other hand, Raila Odinga is a very combative and unreliable politician who hardly keeps po… https://t.co/Q83Vv6iKxW"
"Nairobi, Kenya",Former IEBC Commissioner Ezra Chiloba stole Raila Odinga victory in the embedding days of his victory. Donating us… https://t.co/8OqFDySXuV
Kenya,President Uhuru Kenyatta on Monday led Kenyan leaders in mourning the death of businessman Chris Kirubi.… https://t.co/FDiiLA8Jwa
"Nairobi, Kenya",RAILA ODINGA mourns CHRIS KIRUBI – I have lost a friend and a mentor. | E! NEWS Blog https://t.co/oukEnUTBhD via @TheKenyanPost
"Nairobi, Kenya",RAILA ODINGA mourns CHRIS KIRUBI – I have lost a friend and a mentor. https://t.co/8qOExghO77
"Nairobi, Kenya","""Chris Kirubi was my friend and one to many others and a mentor to even more""- Raila Odinga Mourns Kirubi https://t.co/7IHuQOi5B1"
Mountain Mall,ODM party leader Raila Odinga has mourned fallen businessman and Industrialist Chris Kirubi who died on Monday 14th… https://t.co/KeNvMxhFYd
"Nairobi, Kenya","Classic Gents collection
   Super Quality products
   Amazing offers
   Be Iconic
Boots @ 5500ksh
   0726886896/070… https://t.co/DZCuh9bV67"
"Nairobi, Kenya","Classic Gents collection
   Super Quality products
   Amazing offers
   Be Iconic
   0726886896/0707960090… https://t.co/K4PhXPIh4n"
"Kenya, Africa",Raila Odinga about to say how Chris Kirubi called him 7 hours ago
,"@matesobilachuki @TeamWiliamRuto Raila Odinga is a dictator is not a democratic passion, in Nyanza you cannot say y… https://t.co/QyiYrO8VKH"
Kondele,Raila Odinga VERY HAPPY as Suleiman Shahbal Joins ODM Party from Jubilee... https://t.co/PwwOkqGSv3 via @YouTube… https://t.co/PHyfy0GAJD
,ANC party leader Musalia Mudavadi has accused ODM chief Raila Odinga of not honoring the political commitments of t… https://t.co/1dwzSdhXy9
"Nairobi, Kenya",Shout out to all those daddy's who do everything to make sure that they kids are happy. #BridgetAchieng Gilbeys Bah… https://t.co/o4Zn0j2zm7
,"@BravinYuri That dictator has fallen. By the way, why did he force himself into our country when the people's presi… https://t.co/C3bhvgppOa"
"Nairobi, Kenya","@MutahiNgunyi @5thestateKE What happened, one of your forums you said 'the only luo who shall be the president of t… https://t.co/r6opKzZEGe"
"Nairobi, Kenya","@owadginyiri @eng_mokogoti I don't know any ""handshake Cabinet Secretary "" appointed by one Raila Odinga. That's wh… https://t.co/el7BHy2WPv"
"Nairobi, Kenya","Leather men's wallets

Father's day is almost here, get him something that he will hold dearly.

#DashAfricana can… https://t.co/bJ9y5I2Z8w"
"Nairobi, Kenya","Watch out for this african talent🔥🔥🔥
Follow us on
https://t.co/WgW9okZKp7 
https://t.co/DKTl5gyUJu… https://t.co/RjGRTkVUKf"
,Wiper Party leader Kalonzo Musyoka to lead a delegation of elected leaders to State House today for a consultative… https://t.co/LrtnN7cpzQ
"Kericho, Kenya","Raila Odinga stood with us Kikuyus when we needed him, but do we even care? Raila Odinga and Luos have never killed… https://t.co/wh4JFCTYyu"
Mobile,Online tweeps here busy separating Luo from @RailaOdinga but apparently unable to separate Kikuyus from Uhuru and K… https://t.co/1yhauKr7aa
